repeat,baseline,X,accuracy,fold
5,XGBClassifier,7,0.5106382978723404,5
6,XGBClassifier,7,0.4680851063829787,6
7,XGBClassifier,7,0.5434782608695652,7
8,XGBClassifier,7,0.3478260869565217,8
9,XGBClassifier,7,0.5,9
10,XGBClassifier,7,0.574468085106383,10
11,XGBClassifier,7,0.2765957446808511,11
12,XGBClassifier,7,0.4130434782608695,12
13,XGBClassifier,7,0.3695652173913043,13
14,XGBClassifier,7,0.3260869565217391,14
15,XGBClassifier,7,0.3191489361702128,15
16,XGBClassifier,7,0.3829787234042553,16
17,XGBClassifier,7,0.3695652173913043,17
18,XGBClassifier,7,0.4347826086956521,18
19,XGBClassifier,7,0.3478260869565217,19
20,XGBClassifier,7,0.425531914893617,20
21,XGBClassifier,7,0.2553191489361702,21
22,XGBClassifier,7,0.2826086956521739,22
23,XGBClassifier,7,0.3478260869565217,23
24,XGBClassifier,7,0.391304347826087,24
0,XGBClassifier,8,0.2340425531914893,0
1,XGBClassifier,8,0.3829787234042553,1
2,XGBClassifier,8,0.2608695652173913,2
3,XGBClassifier,8,0.4782608695652174,3
4,XGBClassifier,8,0.2608695652173913,4
5,XGBClassifier,8,0.3404255319148936,5
6,XGBClassifier,8,0.4042553191489361,6
7,XGBClassifier,8,0.2391304347826087,7
8,XGBClassifier,8,0.3043478260869565,8
9,XGBClassifier,8,0.391304347826087,9
10,XGBClassifier,8,0.4468085106382978,10
11,XGBClassifier,8,0.3404255319148936,11
12,XGBClassifier,8,0.2391304347826087,12
13,XGBClassifier,8,0.4347826086956521,13
14,XGBClassifier,8,0.3043478260869565,14
15,XGBClassifier,8,0.2553191489361702,15
16,XGBClassifier,8,0.3191489361702128,16
17,XGBClassifier,8,0.3695652173913043,17
18,XGBClassifier,8,0.4130434782608695,18
19,XGBClassifier,8,0.2826086956521739,19
20,XGBClassifier,8,0.1914893617021276,20
21,XGBClassifier,8,0.3617021276595745,21
22,XGBClassifier,8,0.4347826086956521,22
23,XGBClassifier,8,0.3695652173913043,23
24,XGBClassifier,8,0.3695652173913043,24
0,XGBClassifier,9,0.3829787234042553,0
1,XGBClassifier,9,0.3191489361702128,1
2,XGBClassifier,9,0.2826086956521739,2
3,XGBClassifier,9,0.4347826086956521,3
4,XGBClassifier,9,0.4130434782608695,4
5,XGBClassifier,9,0.2978723404255319,5
6,XGBClassifier,9,0.3191489361702128,6
7,XGBClassifier,9,0.3695652173913043,7
8,XGBClassifier,9,0.4565217391304347,8
9,XGBClassifier,9,0.4130434782608695,9
10,XGBClassifier,9,0.3404255319148936,10
11,XGBClassifier,9,0.2978723404255319,11
12,XGBClassifier,9,0.3260869565217391,12
13,XGBClassifier,9,0.3695652173913043,13
14,XGBClassifier,9,0.391304347826087,14
15,XGBClassifier,9,0.3191489361702128,15
16,XGBClassifier,9,0.3829787234042553,16
17,XGBClassifier,9,0.391304347826087,17
18,XGBClassifier,9,0.4130434782608695,18
19,XGBClassifier,9,0.3478260869565217,19
20,XGBClassifier,9,0.425531914893617,20
21,XGBClassifier,9,0.4042553191489361,21
22,XGBClassifier,9,0.3478260869565217,22
23,XGBClassifier,9,0.3478260869565217,23
24,XGBClassifier,9,0.3260869565217391,24
